,loss,MAPE_train,MAPE_test,MAPE_min_train,MAPE_min_test,time
0,176.5044984181722,293.61833425361726,42.20497187226529,293.61833425361726,42.20497187226529,0.018687000000000002
1,326.7166186014811,111.77199064543132,27.378360352579392,111.77199064543132,27.378360352579392,0.0027535000000000003
2,214.5826151529948,206.17495573346346,33.43229987481217,111.77199064543132,27.378360352579392,0.0029267499999999997
3,272.89574076334634,126.79516387841599,19.763627612515073,111.77199064543132,19.763627612515073,0.0028610666666666665
4,171.61996091206868,109.07840783328929,20.979802839527416,109.07840783328929,19.763627612515073,0.00326125
5,263.1285891215006,50.39682370982413,13.789829819515479,50.39682370982413,13.789829819515479,0.0028479833333333333
6,162.79019355773926,128.3089636475525,18.298580706522802,50.39682370982413,13.789829819515479,0.00313775
7,209.37318115234376,55.62570849330899,13.59430599076524,50.39682370982413,13.59430599076524,0.003063516666666667
8,144.40372517903646,148.77115949714627,26.229529419355792,50.39682370982413,13.59430599076524,0.0025660333333333333
9,207.96362635294597,62.57526935917717,13.533180081636939,50.39682370982413,13.533180081636939,0.0031986000000000002
10,142.86686426798502,90.88319772517671,17.583701859671436,50.39682370982413,13.533180081636939,0.0031482833333333336
11,157.55748240152994,28.039818833931008,9.732889023103906,28.039818833931008,9.732889023103906,0.0027894666666666667
12,168.65746256510417,81.38452849402844,14.269871602224267,28.039818833931008,9.732889023103906,0.0028092
13,141.84807484944662,46.645046568716154,8.25413114407009,28.039818833931008,8.25413114407009,0.0029473166666666665
14,116.1605099995931,72.3860666750279,11.783115388109643,28.039818833931008,8.25413114407009,0.0025730166666666663
15,156.74810727437338,57.2807011471197,12.246011555871435,28.039818833931008,8.25413114407009,0.002601516666666666
16,117.2476022084554,62.877692866033726,10.35343810913821,28.039818833931008,8.25413114407009,0.0029370833333333336
17,132.46153767903647,54.01020179534703,11.474299201896894,28.039818833931008,8.25413114407009,0.0029675166666666667
18,104.92859942118326,47.3112883217821,8.127063814883236,28.039818833931008,8.127063814883236,0.0025846666666666665
19,132.6702340443929,57.61242365542347,14.641339427413888,28.039818833931008,8.127063814883236,0.0026167000000000004
20,119.26194254557292,36.9727821942343,7.205515023984165,28.039818833931008,7.205515023984165,0.0031081666666666675
21,126.44627672831217,38.10721922169094,7.342478153627771,28.039818833931008,7.205515023984165,0.0031427666666666663
22,100.67368570963542,23.41342831549227,6.444924210930081,23.41342831549227,6.444924210930081,0.0027473999999999997
23,124.97339070638021,21.19689619116408,8.229168730991974,21.19689619116408,6.444924210930081,0.0031847666666666666
24,117.7537161509196,32.13332992504858,7.042719384401929,21.19689619116408,6.444924210930081,0.0028270499999999994
25,102.24463335673015,52.26449817609148,8.476456025436782,21.19689619116408,6.444924210930081,0.0030834333333333327
26,109.77338803609213,37.29871015168915,8.253234884219708,21.19689619116408,6.444924210930081,0.0030812833333333334
27,100.42975413004557,60.899284219307425,10.406559913820823,21.19689619116408,6.444924210930081,0.0028984166666666668
28,119.18720118204753,35.86326684926571,7.670086771486886,21.19689619116408,6.444924210930081,0.0027135666666666673
29,105.2559814453125,58.73550029183518,10.50982090268792,21.19689619116408,6.444924210930081,0.002743216666666667
30,105.93163617451985,47.533366491251385,7.20830150155125,21.19689619116408,6.444924210930081,0.002753883333333333
31,109.24898071289063,45.420711042831655,9.565700849937103,21.19689619116408,6.444924210930081,0.00289205
32,97.80648829142253,18.08050639996437,7.970786162104503,18.08050639996437,6.444924210930081,0.003708083333333334
33,87.02950197855631,22.379621373752805,6.179068350649249,18.08050639996437,6.179068350649249,0.0027741666666666665
34,92.24036725362141,29.498891965108385,5.970620952931523,18.08050639996437,5.970620952931523,0.0028963
35,111.932794825236,31.920560391016114,6.469934647492339,18.08050639996437,5.970620952931523,0.0032902833333333333
36,92.09826227823893,48.89612987249367,8.994253826834134,18.08050639996437,5.970620952931523,0.0034931999999999997
37,112.08125813802083,24.384189923502774,6.205255921312857,18.08050639996437,5.970620952931523,0.0029139333333333337
38,89.09319279988607,34.445966671242495,7.95904354741109,18.08050639996437,5.970620952931523,0.0027971999999999993
39,104.73571573893229,45.35081934487498,8.297415497083767,18.08050639996437,5.970620952931523,0.0027781166666666665
40,107.56012153625488,49.3784840594884,10.329339374032068,18.08050639996437,5.970620952931523,0.0026400833333333333
41,100.60778312683105,37.32169684231524,7.6953694990699315,18.08050639996437,5.970620952931523,0.00294425
