,loss,MAE_train,MAE_test,MAE_min_train,MAE_min_test,time
0,99.53925374348958,1.116274623885217,1.209061915111304,1.116274623885217,1.209061915111304,0.03450356666666667
1,93.05139567057292,0.7435110426384859,0.8847508052543096,0.7435110426384859,0.8847508052543096,0.0024001
2,84.93242492675782,0.9904412471614474,1.1179924376941048,0.7435110426384859,0.8847508052543096,0.002546533333333334
3,71.03365796407064,1.1103945523970011,1.2037312847067305,0.7435110426384859,0.8847508052543096,0.002752266666666667
4,55.37563972473144,0.8240429817721724,0.9138467682988114,0.7435110426384859,0.8847508052543096,0.002908633333333333
5,42.68433825174967,0.7964108290411211,0.9578551476526236,0.7435110426384859,0.8847508052543096,0.0028355333333333335
6,36.33709157307943,0.8083057515431203,0.8907432908248003,0.7435110426384859,0.8847508052543096,0.0028856
7,33.65496934254964,0.8050086924881787,0.9015051103950871,0.7435110426384859,0.8847508052543096,0.0026496000000000007
8,32.07385648091634,0.6709413358436901,0.7866545292723426,0.6709413358436901,0.7866545292723426,0.0023902999999999997
9,30.904816754659016,0.8270354366262926,0.9188456330983312,0.6709413358436901,0.7866545292723426,0.0025145000000000002
10,30.052236366271973,0.6634593907712417,0.7889790117315869,0.6634593907712417,0.7866545292723426,0.0029737999999999995
11,29.347528584798177,0.6805598951247546,0.8109739146097403,0.6634593907712417,0.7866545292723426,0.0023307666666666665
12,28.753421974182128,0.6761274268804394,0.77357479920098,0.6634593907712417,0.77357479920098,0.0023927333333333333
13,28.25621115366618,0.7688610302291361,0.8604261183181752,0.6634593907712417,0.77357479920098,0.0023072333333333333
14,27.781103515625,0.6611980890403741,0.8040790595928138,0.6611980890403741,0.77357479920098,0.0033719999999999996
15,27.35935376485189,0.6977318812962124,0.8270675100900053,0.6611980890403741,0.77357479920098,0.0028580333333333334
16,26.947370529174805,0.6819764172505309,0.8059740832465494,0.6611980890403741,0.77357479920098,0.0023696000000000004
17,26.61428387959798,0.6280521563202156,0.7307260068741109,0.6280521563202156,0.7307260068741109,0.0026068000000000003
18,26.250744501749676,0.6122553798102754,0.7284464922924956,0.6122553798102754,0.7284464922924956,0.0030029
19,25.948829714457194,0.6451768146791169,0.7605620029606504,0.6122553798102754,0.7284464922924956,0.002600633333333333
20,25.744839731852213,0.75373867417524,0.8256170090155296,0.6122553798102754,0.7284464922924956,0.0027811999999999997
21,25.468912188212077,0.680039314256484,0.762341769601367,0.6122553798102754,0.7284464922924956,0.0024515000000000006
22,25.2425355275472,0.6476710789579879,0.7423628880320858,0.6122553798102754,0.7284464922924956,0.002491866666666667
23,25.06817709604899,0.6810602292496487,0.7890764250153717,0.6122553798102754,0.7284464922924956,0.002478166666666667
24,24.837458229064943,0.6321155562323708,0.757600276131851,0.6122553798102754,0.7284464922924956,0.0022903000000000003
25,24.691007804870605,0.6876353255589928,0.7908357189517811,0.6122553798102754,0.7284464922924956,0.002357466666666667
26,24.561080678304037,0.6718011889069,0.7704192748310715,0.6122553798102754,0.7284464922924956,0.0027427333333333334
27,24.441238911946616,0.7531308496116922,0.8474153033241013,0.6122553798102754,0.7284464922924956,0.0027681999999999997
28,24.25051612854004,0.6760129282251659,0.7579797618166686,0.6122553798102754,0.7284464922924956,0.0024626333333333333
29,24.052438036600748,0.5976920645894525,0.7150784426100392,0.5976920645894525,0.7150784426100392,0.0032437666666666667
30,23.93661594390869,0.672756705007682,0.7560945480191882,0.5976920645894525,0.7150784426100392,0.0024866333333333334
31,23.834094619750978,0.6915238176278198,0.8041427726229552,0.5976920645894525,0.7150784426100392,0.0027212333333333327
32,23.787634913126627,0.7530256448458597,0.873704965920593,0.5976920645894525,0.7150784426100392,0.002295233333333334
33,23.684429995218913,0.6139700601224203,0.734764771671788,0.5976920645894525,0.7150784426100392,0.0027294333333333326
34,23.54210147857666,0.6766077374384468,0.8107412304089422,0.5976920645894525,0.7150784426100392,0.0023618
35,23.41158167521159,0.6655695034549467,0.8047360287389079,0.5976920645894525,0.7150784426100392,0.002638033333333333
36,23.315963617960612,0.6529092120272251,0.7776785528508808,0.5976920645894525,0.7150784426100392,0.002569500000000001
37,23.27782459259033,0.6776072620014546,0.8321108317595076,0.5976920645894525,0.7150784426100392,0.002627033333333333
38,23.10692284901937,0.6511909567410578,0.7097969346922279,0.5976920645894525,0.7097969346922279,0.002368366666666666
39,23.035889879862467,0.6070606819202783,0.7246758804751224,0.5976920645894525,0.7097969346922279,0.0026635666666666668
40,22.98017800649007,0.6558693485058413,0.736869075830324,0.5976920645894525,0.7097969346922279,0.0029244666666666664
41,22.854322942097983,0.5907822292931505,0.7071528546245036,0.5907822292931505,0.7071528546245036,0.0033336333333333344
42,22.78024304707845,0.6433546281367077,0.7696634955180699,0.5907822292931505,0.7071528546245036,0.0023729999999999997
43,22.713088099161784,0.6808534312950084,0.7536473664689397,0.5907822292931505,0.7071528546245036,0.0030741
44,22.62456111907959,0.6670457421191077,0.7407860394443133,0.5907822292931505,0.7071528546245036,0.0036261333333333337
45,22.58794231414795,0.6911730883683511,0.7759547490695964,0.5907822292931505,0.7071528546245036,0.0026481333333333327
